name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,Marka,Model,Buraxilis_ili,ID
Maruti Wagon R VXI BS IV,2011,376000,60000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,Maruti,Wagon,2011,257a59d81e33a3d1c11abb93ad1e5c49
Hyundai Santro GS zipDrive - Euro I,2002,100000,120000,Petrol,Individual,Manual,Fourth & Above Owner,,,,,,Hyundai,Santro,2002,1d450353604b57e60e5140ebf1317a4f
Maruti 800 Std BSII,2004,75000,46000,Petrol,Individual,Manual,Fourth & Above Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,Maruti,800,2004,c27b910b5bd816b7b8922f5add8c696c
Mahindra Scorpio VLS AT 2.2 mHAWK,2012,440000,120000,Diesel,Individual,Automatic,Third Owner,11.79 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0,Mahindra,Scorpio,2012,f3afe1cd3826239bc59d40feda988a1a
Maruti Wagon R VXI Optional,2016,390000,80000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,Maruti,Wagon,2016,d139da28fd1f7b8c3ab920ab85583888
Toyota Innova 2.5 VX 7 STR,2012,725000,159000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7.0,Toyota,Innova,2012,b482b79f84a9d8193d65b861ce4dbf96
Mahindra Bolero 2011-2019 SLE,2012,325000,110000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,Mahindra,Bolero,2012,590d2557137ae58ff2e06033ff846a25
Maruti Alto LXi,2010,170000,75000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,Maruti,Alto,2010,16daaf54cc41287f5953bc037a1ae6bf
Maruti Swift Dzire LDi,2010,215000,120000,Diesel,Individual,Manual,Third Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift,2010,d78d7627cfb2a717f9d0a0cf3255e65b
Honda City 1.5 V Inspire,2010,350000,110000,Petrol,Individual,Manual,Third Owner,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm,5.0,Honda,City,2010,2ab1373e2d078a6eee350a5aaeef00f3
Chevrolet Spark 1.0 LS,2009,80000,80000,Petrol,Individual,Manual,Fourth & Above Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5.0,Chevrolet,Spark,2009,adc087f90dce97720224d0320cdfe0e5
Hyundai EON Magna Plus,2012,195000,80000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,Hyundai,EON,2012,91c2e4ecf6e518458010b5132ac72358
Maruti Swift VDI BSIV W ABS,2011,280000,85000,Diesel,Individual,Manual,First Owner,,,,,,Maruti,Swift,2011,d43cbd588a687a2ad37aa88f1d0a2038
Nissan Sunny Diesel XL,2014,335000,71000,Diesel,Dealer,Manual,First Owner,21.64 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5.0,Nissan,Sunny,2014,2ca18d4b712f988661e886b460537029
Mahindra XUV500 W6 2WD,2011,475000,108000,Diesel,Dealer,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,Mahindra,XUV500,2011,6779986dba51fa6a52569ea3c87889f5
Renault Duster 85PS Diesel RxL,2015,484999,75000,Diesel,Dealer,Manual,First Owner,19.87 kmpl,1461 CC,83.8 bhp,200Nm@ 1750rpm,5.0,Renault,Duster,2015,159a52c1b3d8b2523d0b70243991397e
Maruti Ciaz Delta BSIV,2018,650000,22000,Petrol,Individual,Manual,Second Owner,21.56 kmpl,1462 CC,103.25 bhp,138Nm@ 4400rpm,5.0,Maruti,Ciaz,2018,3bc708f23ac84d68247b091b7b79e773
Audi Q5 3.0 TDI Quattro,2014,1850000,76131,Diesel,Individual,Automatic,First Owner,13.22 kmpl,2967 CC,241.4 bhp,580Nm@ 1400-3250rpm,5.0,Audi,Q5,2014,2a03a101af433883e2e3ae6c9fa7fce5
Hyundai i20 1.2 Asta,2018,700000,30000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,Hyundai,i20,2018,2d2e46311c11aef8bb0f6c71e3faeff8
Audi Q7 3.0 TDI Quattro,2014,3000000,65000,Diesel,Individual,Automatic,First Owner,12.07 kmpl,2967 CC,241.4 bhp,550Nm@ 1750-2750rpm,7.0,Audi,Q7,2014,5aca700eb30e608ca5afb52376f39586
Mahindra Scorpio S3 9 Seater BSIV,2018,900000,60000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,7.0,Mahindra,Scorpio,2018,33ccdfe2b78d787fbe0d5e6d27c389a3
Volkswagen Polo Diesel Highline 1.2L,2013,350000,80000,Diesel,Individual,Manual,First Owner,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5.0,Volkswagen,Polo,2013,bc1a929e83434201d30bf931b54010f1
Honda Accord V6 AT,2005,285000,80000,Petrol,Individual,Automatic,Second Owner,9.0 kmpl,2997 CC,218 bhp,196Nm@ 5000rpm,5.0,Honda,Accord,2005,80a81f32deb53c9865163bca5019590b
Audi Q7 3.0 TDI Quattro Premium Plus,2012,1850000,70000,Diesel,Individual,Automatic,First Owner,12.07 kmpl,2967 CC,241.4 bhp,550Nm@ 1750-2750rpm,7.0,Audi,Q7,2012,439bd0ec804570568919b050c26126ac
Maruti Vitara Brezza VDi,2017,750000,51777,Diesel,Dealer,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,Maruti,Vitara,2017,f94b4e8d3ae4a96562068bfe6de0dab9
Land Rover Freelander 2 TD4 HSE,2013,1650000,64788,Diesel,Dealer,Automatic,First Owner,0.0 kmpl,2179 CC,115 bhp,400 Nm /2000 rpm,5.0,Land,Rover,2013,91d10b96d0b38c159ac93c66f98eb5bd
Honda Amaze V Petrol BSIV,2018,600000,20000,Petrol,Individual,Manual,First Owner,19.5 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5.0,Honda,Amaze,2018,b85a6ad552c9f01a7ba5fde9ff8ce6cd
Volkswagen Polo 2015-2019 1.0 MPI Comfortline,2018,565000,19000,Petrol,Individual,Manual,First Owner,18.78 kmpl,999 CC,75 bhp,95Nm@ 3000-4300rpm,5.0,Volkswagen,Polo,2018,4b3b006a6b74957e37ad53eeb868726f
Daewoo Matiz SS,2000,86000,46951,Petrol,Individual,Manual,First Owner,18.5 kmpl,796 CC,53 bhp,71Nm@ 3500rpm,5.0,Daewoo,Matiz,2000,6cfc1faf5ba5b8bcfb1fff4e9a2f292f
Datsun GO T BSIV,2016,329000,19000,Petrol,Individual,Manual,First Owner,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,5.0,Datsun,GO,2016,3ee34ce080ae2e592af8e47939929e93
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2016,650000,50000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0,Ford,EcoSport,2016,a15deea2748262e80e63eafd693c54df
Hyundai Creta 1.6 CRDi SX Option,2015,822000,60000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,Hyundai,Creta,2015,ecbc9af223cdbd3a7e1f3df196f4ff85
Renault Duster 110PS Diesel RxL,2013,345000,100000,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5.0,Renault,Duster,2013,e87933d30d900179f64f9b15835d7f5a
Maruti Zen LXI,2001,30000,10000,Petrol,Individual,Manual,First Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5.0,Maruti,Zen,2001,2ea2f97f66fc11a020e8cb3f08e6c8ca
Maruti Swift VDI,2012,330000,50000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift,2012,7fd6bf4589f4b3a9e12a7f92e7d2f541
Maruti Wagon R Stingray VXI,2014,300000,74537,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,Maruti,Wagon,2014,4c3e0da497133b69e24a3c969153651b
Maruti SX4 ZXI AT,2009,200000,90000,Petrol,Individual,Automatic,Second Owner,12.6 kmpl,1586 CC,103.3 bhp,145Nm@ 4100rpm,5.0,Maruti,SX4,2009,e4f0b32ec225f48cbb65affb858f2d37
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2012,200000,80000,Diesel,Individual,Manual,Second Owner,,,,,,Tata,Indica,2012,cfe953a951f026a68254113b2b829f51
Chevrolet Spark 1.0,2010,90000,70000,Petrol,Individual,Manual,Second Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5.0,Chevrolet,Spark,2010,79e4dda7aa70dcd7324e48178fb7f722
Maruti Wagon R VXI Minor,2010,200000,80000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5.0,Maruti,Wagon,2010,3daab3ce09ece089ab443bad7f58dd03
Hyundai Xcent 1.1 CRDi SX,2016,550000,35000,Diesel,Individual,Manual,First Owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5.0,Hyundai,Xcent,2016,7fda069e50aacda6691bd9cc5e5ee8af
Chevrolet Beat LT,2015,250000,23500,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,76.8 bhp,106.5Nm@ 4400rpm,5.0,Chevrolet,Beat,2015,072b04236d70bb5a89d0221ee8c00d69
Honda City i-DTEC VX,2017,975000,82000,Diesel,Individual,Manual,First Owner,25.6 kmpl,1498 CC,97.9 bhp,200Nm@ 1750rpm,5.0,Honda,City,2017,66ad13da99678887c619456d3a2699d9
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,900000,100000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8.0,Toyota,Innova,2014,a0111ee171e1c8e5d4e053f3c5fdd7d7
Hyundai i20 1.2 Spotz,2018,610000,15000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,Hyundai,i20,2018,2fb42db51b0502eb687f0f2ea0501f4a
Maruti Baleno Zeta 1.3,2017,620000,30000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Baleno,2017,8e555d1ccf2a54d9a1cfc666e5eef870
Hyundai Grand i10 Sportz,2016,400000,30000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,Hyundai,Grand,2016,ce631eeea9009b5bfaa26ff86d7c30a7
Maruti Celerio X ZXI BSIV,2019,500000,11000,Petrol,Individual,Manual,First Owner,21.63 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5.0,Maruti,Celerio,2019,1d270224dc7426074e0b529a2e0fb59a
Datsun GO Plus T,2017,200000,140000,Petrol,Individual,Manual,First Owner,19.02 kmpl,1198 CC,67.05 bhp,104Nm@ 4000rpm,7.0,Datsun,GO,2017,287a6b6bae75dc14961eb51e6de6c373
Tata Zest Quadrajet 1.3 XM,2016,360000,110000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1248 CC,88.7 bhp,200Nm@ 1750-3000rpm,5.0,Tata,Zest,2016,a4008f760d900eed3ef36fc71d5f390f
Maruti Alto K10 2010-2014 VXI,2012,252000,48000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,Maruti,Alto,2012,3fcfa1145a5d00c156f3f9b45e4901a1
Maruti Swift VDI,2012,280000,70000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift,2012,7fd6bf4589f4b3a9e12a7f92e7d2f541
Maruti Swift VXI 2018,2018,509999,70000,Petrol,Individual,Manual,Second Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Swift,2018,2e47cfb0544d44cf3a457968b1797bc6
Mahindra Scorpio 1.99 S6 Plus,2016,1050000,58000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,Mahindra,Scorpio,2016,7aa96cf5e6b53d2bc346be6be873ca5b
Maruti Wagon R LXI DUO BSIII,2010,200000,40000,LPG,Individual,Manual,Fourth & Above Owner,17.3 km/kg,1061 CC,57.5 bhp,"7.8@ 4,500(kgm@ rpm)",5.0,Maruti,Wagon,2010,605a2d83045430a018c43a697a4b9301
Maruti Zen LXI,2005,60000,90000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5.0,Maruti,Zen,2005,5c9d9aa4a9239f1f8f5e316280e8770e
Mahindra Xylo E8 ABS Airbag,2010,320000,40000,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,7.0,Mahindra,Xylo,2010,6629d9fc8b56678897a61f7dbcbf7887
Mahindra Scorpio LX,2013,520000,110000,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,9.0,Mahindra,Scorpio,2013,cfbcb9a9d665d45b4988d26f2de310fe
Tata New Safari DICOR 2.2 LX 4x2,2007,250000,80000,Diesel,Individual,Manual,Second Owner,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0,Tata,New,2007,a2272509cec254ef0c23fc0b6a2a7d06
Maruti Vitara Brezza ZDi,2017,725000,60000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,Maruti,Vitara,2017,ba9172913b8f832e017da74b6f2cd05c
Mahindra Bolero 2011-2019 SLX,2015,585000,50000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,Mahindra,Bolero,2015,5877e7d36ce4ccf0919ed53dcc80bf23
Tata Tiago 1.2 Revotron XZ,2017,430000,25000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,Tata,Tiago,2017,eacb968a3a6170b52e6edfe2cb297d48
Maruti Swift VDI,2011,235000,100000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift,2011,b7d08b21b2cbffc8f33a38ab7b0a9dd4
Maruti Swift Dzire VDi,2012,350000,52000,Diesel,Individual,Manual,Third Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift,2012,888dd8726303543edac4e313f5be26c1
Hyundai i10 Era 1.1,2010,131000,80000,Petrol,Individual,Manual,Third Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,Hyundai,i10,2010,16e5c2b5aab6699192efad9f381fd338
Honda Amaze VX i-DTEC,2016,450000,85000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,Honda,Amaze,2016,5997062445391faaa42d368b9a4aef9c
Maruti Vitara Brezza ZDi Plus,2016,750000,83000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,Maruti,Vitara,2016,2e926915814ce7029927c756f9baff2d
Maruti Alto 800 LXI,2013,200000,50000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,Maruti,Alto,2013,45819c82acf30d410ee6fab1784c1a5c
Maruti Wagon R LXI Minor,2009,125000,120000,Petrol,Individual,Manual,Fourth & Above Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5.0,Maruti,Wagon,2009,ab93258e96be428ee3ab072adbaed3bc
Mahindra Bolero 2011-2019 SLE,2014,500000,100000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,Mahindra,Bolero,2014,de20336d3236ee1bf3a8ffb8e30221a1
Maruti Swift VDI,2012,380000,70000,Diesel,Individual,Manual,Third Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift,2012,7fd6bf4589f4b3a9e12a7f92e7d2f541
Maruti Alto LXi,2008,128000,19000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,Maruti,Alto,2008,3b53acad6e7927c3ef7f9a703ee57b8b
Honda City 1.5 S MT,2009,250000,68600,Petrol,Individual,Manual,Third Owner,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm,5.0,Honda,City,2009,9389b424a59b942ea57984ee747e64b6
Mahindra Bolero Power Plus SLX,2017,690000,60000,Diesel,Individual,Manual,First Owner,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7.0,Mahindra,Bolero,2017,2adbfc7c8b984f74406d547f26d8c456
Mahindra Bolero 2011-2019 SLX,2014,650000,65000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,Mahindra,Bolero,2014,430c1084814e0c15c263924257bbc2c2
Honda City E,2012,560000,40000,Petrol,Individual,Manual,Second Owner,16.8 kmpl,1497 CC,116.3 bhp,146Nm@ 4800rpm,5.0,Honda,City,2012,9e7adac3edc6c1fb420e15fda3bba4f5
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2012,120000,160000,Diesel,Individual,Manual,Second Owner,,,,,,Tata,Indica,2012,cfe953a951f026a68254113b2b829f51
Maruti Celerio VXI,2016,400000,25000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,Maruti,Celerio,2016,8923dced14114491b1abec23f8c789bd
Maruti Alto K10 LXI,2012,200000,29500,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,Maruti,Alto,2012,4f64637eb69a54da6d1cd55c819b9cc5
Hyundai Verna VTVT 1.6 SX,2018,950000,13887,Petrol,Individual,Manual,First Owner,17.0 kmpl,1591 CC,121.3 bhp,151Nm@ 4850rpm,5.0,Hyundai,Verna,2018,11e2f728437d92bc76455b456fdf24d7
Maruti Alto 800 VXI,2016,300000,50000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,Maruti,Alto,2016,1e15654cc0cd7bd9fe65057af22759f6
Renault KWID RXL,2016,315000,30000,Petrol,Individual,Manual,Second Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,Renault,KWID,2016,619a764b72319d8dcc65700429f74155
Maruti Alto 800 LXI,2012,220000,100000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,Maruti,Alto,2012,065668d0d6e3576bfe370f4ab7d9413a
Chevrolet Aveo 1.4 LS,2011,130000,60000,Petrol,Individual,Manual,Second Owner,14.49 kmpl,1399 CC,92.7 bhp,127Nm@ 3500rpm,5.0,Chevrolet,Aveo,2011,7a96659ff063db68042da9dd00c89b2c
Hyundai i20 Sportz Option 1.4 CRDi,2016,595000,60000,Diesel,Individual,Manual,Second Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,Hyundai,i20,2016,9ac35a783229638c7ee1334d7a64f757
Tata Indica Vista TDI LS,2011,110000,120000,Diesel,Individual,Manual,First Owner,19.4 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5.0,Tata,Indica,2011,559c457b632df5b2694afd5a3f98659a
Ford EcoSport 1.5 Petrol Ambiente BSIV,2017,680000,13500,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,121.36 bhp,150Nm@ 4500rpm,5.0,Ford,EcoSport,2017,e7c82466b0203ac5356fa8cf5d52ccd6
Fiat Grande Punto Active (Diesel),2013,280000,52000,Diesel,Individual,Manual,First Owner,20.3 kmpl,1248 CC,75 bhp,197Nm@ 1750rpm,5.0,Fiat,Grande,2013,180de4e49db16b98c68b4f6d3a768476
Maruti Baleno Delta 1.2,2017,530000,30000,Petrol,Individual,Manual,Second Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,Maruti,Baleno,2017,d88e16d8961bd0c4ed4d0fe1e9a24166
Hyundai Xcent 1.2 Kappa SX Option,2017,610000,14000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,Hyundai,Xcent,2017,c0f65e35a8990aa8447ccb23ba249c55
Tata Aria Pure LX 4x2,2014,500000,90000,Diesel,Individual,Manual,Second Owner,15.05 kmpl,2179 CC,147.9 bhp,320Nm@ 1500-3000rpm,7.0,Tata,Aria,2014,a2534a4aefb26f21d03b5d5a7d1799cf
Tata Tigor 1.05 Revotorq XM,2018,500000,50000,Diesel,Individual,Manual,First Owner,24.7 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,Tata,Tigor,2018,258d840429a76b5c6d6062db99cef914
Mahindra Xylo D2,2010,250000,120000,Diesel,Individual,Manual,Second Owner,13.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8.0,Mahindra,Xylo,2010,8d7574b3f53a4daacc51da2e5a116ecf
Hyundai EON Magna Plus,2018,325000,10000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,Hyundai,EON,2018,dd10df5fffe4b6c44ed39a9668e98805
Maruti Baleno Delta 1.2,2018,550000,10000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,Maruti,Baleno,2018,6919de43aef6e0ff73ae90f442942fc6
Maruti Ciaz 1.4 Alpha,2018,720000,25000,Petrol,Individual,Manual,First Owner,20.73 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,5.0,Maruti,Ciaz,2018,3b91b2dd60b671e61dd0a018548ee823
Hyundai Verna VTVT 1.6 SX,2017,950000,20000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1591 CC,121.3 bhp,151Nm@ 4850rpm,5.0,Hyundai,Verna,2017,90af88a06b79a7bf9d594632d9ae327f
Maruti Swift VDI,2013,350000,60000,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift,2013,093eb88b87b70fbe1c63b8f35f5b8a63
Hyundai Grand i10 1.2 Kappa Sportz Option,2018,500000,40000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,Hyundai,Grand,2018,40d0aa467f94a4b72039f244985da148
Maruti Swift Dzire VDi,2012,380000,60000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift,2012,888dd8726303543edac4e313f5be26c1
Hyundai Xcent 1.2 Kappa AT SX Option,2015,380000,50000,Petrol,Individual,Automatic,First Owner,16.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,Hyundai,Xcent,2015,a444ddf0748d81872b77ff0577e5c075
Hyundai Verna VTVT 1.6 SX,2017,900000,20000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1591 CC,121.3 bhp,151Nm@ 4850rpm,5.0,Hyundai,Verna,2017,90af88a06b79a7bf9d594632d9ae327f
Maruti Alto 800 VXI,2017,295000,35000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,Maruti,Alto,2017,bb73c7e57f8210c77f1148de73e140b2
Maruti Ciaz VDi Plus SHVS,2016,640000,40000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,Maruti,Ciaz,2016,3af25a7e519aeadd680800eafafe8b12
Tata Nexon 1.5 Revotorq XZ Plus,2018,790000,60000,Diesel,Individual,Manual,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5.0,Tata,Nexon,2018,7810a2f4098a48583e18de6d3c2fe155
Hyundai Verna 1.6 VTVT S Option,2015,625000,20000,Petrol,Individual,Manual,First Owner,17.01 kmpl,1591 CC,121.4 bhp,154.9Nm@ 4200rpm,5.0,Hyundai,Verna,2015,5be711246750120a10ee16fc0c552759
Ford EcoSport 1.5 Petrol Trend BSIV,2017,604000,30000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1497 CC,121.36 bhp,150Nm@ 4500rpm,5.0,Ford,EcoSport,2017,219c6096b75ec9db1633cad71ff1a93c
Maruti Alto K10 VXI,2015,315000,29000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,Maruti,Alto,2015,5f77cadca7c235843c4f8ec417c9843a
Mahindra XUV300 W6 Diesel BSIV,2019,950000,17000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1497 CC,115 bhp,300Nm@ 1500-2500rpm,5.0,Mahindra,XUV300,2019,2ec542bd6370d071127d988350e5e61b
Maruti Wagon R VXI Plus Optional,2017,400000,50000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,Maruti,Wagon,2017,e4862da4b7ca4ec943614cf1491f0e50
Hyundai i20 1.4 Magna AT,2018,700000,42000,Petrol,Individual,Automatic,First Owner,18.6 kmpl,1368 CC,98.63 bhp,132.3Nm@ 4000rpm,5.0,Hyundai,i20,2018,4e545e53eb76c07add07e8cb84ecb78b
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,700000,120000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0,Toyota,Innova,2011,fce166cdbf3c6fbac6ebed7c0c3e3c08
Mahindra Verito 1.5 D4 BSIV,2012,260000,110000,Diesel,Individual,Manual,First Owner,21.03 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm,5.0,Mahindra,Verito,2012,38cee17cba3d4bf0b6bb6e2ee920edc8
Tata Indigo CR4,2012,200000,90000,Diesel,Individual,Manual,First Owner,23.57 kmpl,1396 CC,70 bhp,140Nm@ 1800-3000rpm,5.0,Tata,Indigo,2012,0417467fa2eb2589b1362a45913fe94f
Maruti Dzire VXI,2020,580000,70000,Petrol,Individual,Manual,First Owner,23.26 kmpl,1197 CC,88.50 bhp,113nm@ 4400rpm,5.0,Maruti,Dzire,2020,59d25157ffa0b749629f76e48f73d14b
Volkswagen Vento IPL II Diesel Trendline,2011,330000,66000,Diesel,Individual,Manual,Second Owner,20.5 kmpl,1598 CC,105 bhp,250Nm@ 1500-2500rpm,5.0,Volkswagen,Vento,2011,54c9e857a82bc7b912615e1bb60f0510
